,Rangking,Title,Artist,Date,Source Site,agency
6504,5,아로하 (Aloha),조정석,5-29,Youtube Music,무소속
6505,6,돌덩이,하현우,5-29,Youtube Music,인터파크 엔터테인먼트
6506,7,덤더럼 (Dumhdurum),에이핑크,5-29,Youtube Music,플레이엠엔터테인먼트
6507,8,Stay Tonight,청하,5-29,Youtube Music,MNH엔터테인먼트
6508,9,시작,이루리,5-29,Youtube Music,매직스트로베리사운드
6509,10,Blueming(블루밍),아이유,5-29,Youtube Music,EDAM엔터테인먼트
6510,11,ON,방탄소년단,5-29,Youtube Music,빅히트 엔터테인먼트
6511,12,LALALILALA,에이프릴,5-29,Youtube Music,DSP미디어
6512,13,Psycho,레드벨벳,5-29,Youtube Music,SM엔터테인먼트
6513,14,DANCE MONKEY,톤스 앤 아이,5-29,Youtube Music,무소속
6514,15,FIESTA,아이즈원,5-29,Youtube Music,무소속
6515,16,METEOR,창모,5-29,Youtube Music,일리네어 레코즈
6516,17,Any song (아무노래),지코(ZICO),5-29,Youtube Music,KQ엔터테인먼트
6517,18,나비와 고양이 (Leo) (feat. 백현(BAEKHYUN)),볼빨간사춘기,5-29,Youtube Music,쇼파르뮤직
6518,19,Dolphin,오마이걸,5-29,Youtube Music,WM엔터테인먼트
6519,20,Memories,Maroon 5(마룬 파이브),5-29,Youtube Music,무소속
6520,21,"그때 그 아인 (Someday, The Boy)",김필,5-29,Youtube Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
6521,22,Punch,NCT 127,5-29,Youtube Music,SM엔터테인먼트
6522,23,"트로트랩 (SUPERBEE, 언에듀케이티드 키드(UNEDUCATED KID), 트웰브(twlv) & 유시온(Yuzion))",SUPERBEE,5-29,Youtube Music,영앤리치레코즈
6523,24,Hug,볼빨간사춘기,5-29,Youtube Music,쇼파르뮤직
6524,25,Say So,Doja Cat,5-29,Youtube Music,RCA
6525,26,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-29,Youtube Music,버스커 버스커
6526,27,곡예사 (Acrobat),조광일,5-29,Youtube Music,무소속
6527,28,영웅 (英雄; Kick It),NCT 127,5-29,Youtube Music,SM엔터테인먼트
6528,29,좋은 사람 있으면 소개시켜줘,조이,5-29,Youtube Music,SM엔터테인먼트
6529,30,오늘도 빛나는 너에게 (To You My Light) (feat. 이라온),마크툽,5-29,Youtube Music,마크툽컴퍼니 (대표)
6530,31,니가 왜 거기서 나와 (feat. Go Eun-ah),영탁,5-29,Youtube Music,"뉴에라프로젝트, 밀라그로"
6531,32,Feel Special,TWICE,5-29,Youtube Music,JYP엔터테인먼트
6532,33,Remember Me (불꽃놀이),오마이걸,5-29,Youtube Music,WM엔터테인먼트
6533,34,HIP,마마무,5-29,Youtube Music,RBW
6534,35,비밀정원 (Secret Garden),오마이걸,5-29,Youtube Music,WM엔터테인먼트
6535,36,너를 그린 우주 (Insomnia2020) (Feat. 이라온) (feat. 이라온),마크툽,5-29,Youtube Music,마크툽컴퍼니 (대표)
6536,37,Oh my god,(여자)아이들,5-29,Youtube Music,무소속
6537,38,"야망 (AMBITION) (feat. ASH ISLAND, 김효은, Hash Swan & 창모(CHANGMO))",릴러말즈(Leellamarz),5-29,Youtube Music,무소속
6538,39,화려하지 않은 고백 (Confession Is Not Flashy),규현,5-29,Youtube Music,SM엔터테인먼트
6539,40,Sorry,Justin Bieber,5-29,Youtube Music,아일랜드레코드
6540,41,Painkiller,루엘,5-29,Youtube Music,무소속
6541,42,Don't Start Now,Dua Lipa,5-29,Youtube Music,무소속
6542,43,사랑해 (Luv U),(여자)아이들,5-29,Youtube Music,무소속
6543,44,어떻게 지내 (I Need You),오반,5-29,Youtube Music,무소속
6544,45,BUNGEE (Fall in Love),오마이걸,5-29,Youtube Music,WM엔터테인먼트
6545,46,폰서트,10cm(십센치),5-29,Youtube Music,매직스트로베리사운드
6546,47,Stuck with U (Ariana Grande(아리아나 그란데) & Justin Bieber(저스틴 비버)),Ariana Grande,5-29,Youtube Music,무소속
6547,48,ICY,ITZY,5-29,Youtube Music,JYP엔터테인먼트
6548,49,웨이백홈,숀,5-29,Youtube Music,DCTOM엔터테인먼트
6549,50,BLOOM (처음처럼),엠씨더맥스,5-29,Youtube Music,325E&C
6550,51,Zombie,데이식스,5-29,Youtube Music,JYP엔터테인먼트
6551,52,Half (반만),진민호,5-29,Youtube Music,무소속
6552,53,My House,2PM,5-29,Youtube Music,JYP엔터테인먼트
6553,54,"When I tell you goodbye (아무렇지 않게, 안녕)",박혜원,5-29,Youtube Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
6554,55,I'm in Trouble,뉴이스트(NU'EST),5-29,Youtube Music,플레디스
6555,56,Blinding Lights,The Weeknd,5-29,Youtube Music,무소속
6556,57,Give You My Heart (마음을 드려요),아이유,5-29,Youtube Music,EDAM엔터테인먼트
6557,58,시청 앞 지하철 역에서 (In front of city hall at the subway station),곽진언,5-29,Youtube Music,뮤직팜
6558,59,사장님 도박은 재미로 하셔야 합니다 (KAZINO),비비(BIBI),5-29,Youtube Music,필굿뮤직
6559,60,Supalonely (feat. 거스 대퍼튼),BENEE,5-29,Youtube Music,무소속
6560,61,BAD,크리스토퍼,5-29,Youtube Music,무소속
6561,62,Bad Boy,레드벨벳,5-29,Youtube Music,SM엔터테인먼트
6562,63,빌런 (Villain),스텔라장,5-29,Youtube Music,그랜드라인엔터테인먼트
6563,64,염라 (Karma),Dareharu,5-29,Youtube Music,무소속
6564,65,12:45 (Stripped),에담,5-29,Youtube Music,무소속
6565,66,"마음이 말하는 행복 (Happy Ending) (마크툽(MAKTUB), 이라온, VAN GWANG OK(반광옥), 정영은 & 전상근)",마크툽,5-29,Youtube Music,마크툽컴퍼니 (대표)
6566,67,GOOBA,6ix9ine,5-29,Youtube Music,무소속
6567,68,그대 고운 내사랑,어반자카파,5-29,Youtube Music,메이크어스엔터테인먼트
6568,69,Maniac,Conan Gray,5-29,Youtube Music,무소속
6569,70,스물셋,아이유,5-29,Youtube Music,EDAM엔터테인먼트
6570,71,Show Yourself (Idina Menzel(이디나 멘젤) & Evan Rachel Wood),Idina Menzel,5-29,Youtube Music,무소속
6571,72,Into the Unknown (Idina Menzel(이디나 멘젤) & AURORA ),Idina Menzel,5-29,Youtube Music,무소속
6572,73,Ridin',NCT DREAM,5-29,Youtube Music,SM엔터테인먼트
6573,74,바람기억(Memory Of The Wind),나얼,5-29,Youtube Music,인넥스트트렌드
6574,75,"GO HIGH (feat. Woo, 창모(CHANGMO) & 더 콰이엇(The Quiett))",이영지,5-29,Youtube Music,메인스트림윈터
6575,76,YOU&I(너랑 나),아이유,5-29,Youtube Music,EDAM엔터테인먼트
6576,77,DUN DUN,EVERGLOW (에버글로우),5-29,Youtube Music,위에화엔터테인먼트코리아
6577,78,해바라기 (Feat. 버벌진트) (feat. 버벌진트),래원 (Layone),5-29,Youtube Music,무소속
6578,79,Juice,리조,5-29,Youtube Music,무소속
6579,80,내 눈물 모아 (With My Tears),휘인,5-29,Youtube Music,RBW
6580,81,버릇처럼 셋을 센다,KCM,5-29,Youtube Music,얼반웍스이엔티
6581,82,WINDY DAY,오마이걸,5-29,Youtube Music,WM엔터테인먼트
6582,83,Flowering,Dareharu,5-29,Youtube Music,무소속
6583,84,Break My Heart,Dua Lipa,5-29,Youtube Music,무소속
6584,85,Godzilla (feat. 주스 월드),Eminem(에미넴),5-29,Youtube Music,"D12, 배드 미츠 이블"
6585,86,Sometimes (가끔),크러쉬(Crush),5-29,Youtube Music,피네이션
6586,87,바나나 알러지 원숭이,오마이걸 반하나,5-29,Youtube Music,WM엔터테인먼트
6587,88,Physical (feat. 화사),Dua Lipa,5-29,Youtube Music,무소속
6588,89,Spit it out (뱉어),솔라,5-29,Youtube Music,RBW
6589,90,400km (Feat. Kid Milli) (feat. 키드밀리),한요한,5-29,Youtube Music,린치핀뮤직
6590,91,Black Swan,방탄소년단,5-29,Youtube Music,빅히트 엔터테인먼트
6591,92,난춘(亂春) (NAN CHUN),새소년,5-29,Youtube Music,매직스트로베리사운드
6592,93,Phocha (포장마차),황인욱 (Hwang In Wook),5-29,Youtube Music,하우엔터테인먼트
6593,94,comethru,Jeremy Zucker,5-29,Youtube Music,무소속
6594,95,아로하,쿨(COOL),5-29,Youtube Music,쿨컴퍼니
6595,96,Payphone (feat. Wiz Khalifa(위즈 칼리파)),Maroon 5(마룬 파이브),5-29,Youtube Music,무소속
6596,97,Watermelon Sugar,Harry Styles,5-29,Youtube Music,콜롬비아레코드
6597,98,Gashina,선미 (SUNMI),5-29,Youtube Music,메이크어스엔터테인먼트
6598,99,Don`t Cry,The Cross,5-29,Youtube Music,GF엔터테인먼트
6599,100,Yours (레이든(Raiden) & 찬열(CHANYEOL)) (feat. 이하이 & 창모(CHANGMO)),레이든(Raiden),5-29,Youtube Music,SM엔터테인먼트
6600,1,Rain On Me,Lady Gaga & Ariana Grande,5-30,Apple Music,무소속
6601,2,대취타,Agust D,5-30,Apple Music,무소속
6602,3,Stuck with U,Ariana Grande & Justin Bieber,5-30,Apple Music,무소속
6603,4,사랑하게 될 줄 알았어,전미도,5-30,Apple Music,비스터스엔터테인먼트
6604,5,Nonstop,오마이걸,5-30,Apple Music,WM엔터테인먼트
6605,6,Blinding Lights,The Weeknd,5-30,Apple Music,무소속
6606,7,아로하,조정석,5-30,Apple Music,잼엔터테인먼트
6607,8,자나깨나 (feat. 조이),Crush,5-30,Apple Music,피네이션
6608,9,이상하지 않은가 (feat. RM),Agust D,5-30,Apple Music,무소속
6609,10,사람,Agust D,5-30,Apple Music,무소속
6610,11,저 달,Agust D,5-30,Apple Music,무소속
6611,12,Don't Start Now,Dua Lipa,5-30,Apple Music,무소속
6612,13,Be Kind,Marshmello & Halsey,5-30,Apple Music,무소속
6613,14,Candy,백현,5-30,Apple Music,SM엔터테인먼트
6614,15,어떻게 생각해?,Agust D,5-30,Apple Music,무소속
6615,16,점점 어른이 되나봐 (feat. 니화),Agust D,5-30,Apple Music,무소속
6616,17,Sour Candy,Lady Gaga & BLACKPINK,5-30,Apple Music,무소속
6617,18,Dance Monkey,Tones And I,5-30,Apple Music,무소속
6618,19,Burn It (feat. MAX),Agust D,5-30,Apple Music,무소속
6619,20,어땠을까 (feat. 김종완 of NELL),Agust D,5-30,Apple Music,무소속
6620,21,Intentions (feat. Quavo),Justin Bieber,5-30,Apple Music,아일랜드레코드
6621,22,Break My Heart,Dua Lipa,5-30,Apple Music,무소속
6622,23,Zombie,데이식스,5-30,Apple Music,JYP엔터테인먼트
6623,24,WANNABE,ITZY,5-30,Apple Music,JYP엔터테인먼트
6624,25,Dolphin,오마이걸,5-30,Apple Music,WM엔터테인먼트
6625,26,ily (i love you baby) [feat. Emilee],Surf Mesa,5-30,Apple Music,무소속
6626,27,Punch,NCT 127,5-30,Apple Music,SM엔터테인먼트
6627,28,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-30,Apple Music,버스커 버스커
6628,29,Memories,Maroon 5,5-30,Apple Music,무소속
6629,30,Say So,Doja Cat,5-30,Apple Music,RCA
6630,31,Interlude : Set me free,Agust D,5-30,Apple Music,무소속
6631,32,혼술,Agust D,5-30,Apple Music,무소속
6632,33,좋은 사람 있으면 소개시켜줘,조이,5-30,Apple Music,SM엔터테인먼트
6633,34,Daisies,Katy Perry,5-30,Apple Music,무소속
6634,35,Maniac,Conan Gray,5-30,Apple Music,무소속
6635,36,Say So (feat. Nicki Minaj),Doja Cat,5-30,Apple Music,RCA
6636,37,아무노래,ZICO,5-30,Apple Music,KQ엔터테인먼트
6637,38,난춘,새소년,5-30,Apple Music,매직스트로베리사운드
6638,39,Circles,Post Malone,5-30,Apple Music,무소속
6639,40,Stay Tonight,청하,5-30,Apple Music,MNH엔터테인먼트
6640,41,If the World Was Ending (feat. Julia Michaels),JP Saxe & Julia Michaels,5-30,Apple Music,무소속
6641,42,METEOR,창모,5-30,Apple Music,일리네어 레코즈
6642,43,화려하지 않은 고백,규현,5-30,Apple Music,SM엔터테인먼트
6643,44,Stupid Love,Lady Gaga,5-30,Apple Music,무소속
6644,45,Square (2017),백예린,5-30,Apple Music,블루바이닐
6645,46,ON,방탄소년단,5-30,Apple Music,빅히트 엔터테인먼트
6646,47,Happy,태연,5-30,Apple Music,SM엔터테인먼트
6647,48,bad guy,Billie Eilish,5-30,Apple Music,인터스코프 레코드
6648,49,Bungee,백현,5-30,Apple Music,SM엔터테인먼트
6649,50,Painkiller,Ruel,5-30,Apple Music,무소속
6650,51,Psycho,레드벨벳,5-30,Apple Music,SM엔터테인먼트
6651,52,To Die For,Sam Smith,5-30,Apple Music,무소속
6652,53,Watermelon Sugar,Harry Styles,5-30,Apple Music,콜롬비아레코드
6653,54,"Together (From the Motion Picture ""Music"")",Sia,5-30,Apple Music,무소속
6654,55,everything i wanted,Billie Eilish,5-30,Apple Music,인터스코프 레코드
6655,56,Physical,Dua Lipa,5-30,Apple Music,무소속
6656,57,Oh My God,(여자)아이들,5-30,Apple Music,무소속
6657,58,시작,가호,5-30,Apple Music,인넥스트트렌드
6658,59,death bed (feat. beabadoobee) [coffee for your head],Powfu,5-30,Apple Music,무소속
6659,60,Love Again,백현,5-30,Apple Music,SM엔터테인먼트
6660,61,ROCKSTAR (feat. Roddy Ricch),DaBaby,5-30,Apple Music,무소속
6661,62,Supalonely (feat. Gus Dapperton),BENEE,5-30,Apple Music,무소속
6662,63,작은 것들을 위한 시 (feat. Halsey),방탄소년단,5-30,Apple Music,빅히트 엔터테인먼트
6663,64,그대 고운 내사랑,어반자카파,5-30,Apple Music,메이크어스엔터테인먼트
6664,65,Sunday Best,Surfaces,5-30,Apple Music,무소속
6665,66,Know Your Worth,Khalid & Disclosure,5-30,Apple Music,무소속
6666,67,Can't You See Me?,TOMORROW X TOGETHER,5-30,Apple Music,빅히트 엔터테인먼트
6667,68,Birthday,Anne-Marie,5-30,Apple Music,무소속
6668,69,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU,5-30,Apple Music,YG 엔터테인먼트
6669,70,2002,Anne-Marie,5-30,Apple Music,무소속
6670,71,FIESTA,아이즈원,5-30,Apple Music,무소속
6671,72,Juice,Lizzo,5-30,Apple Music,무소속
6672,73,Toosie Slide,Drake,5-30,Apple Music,영머니엔터테인먼트
6673,74,영웅 (英雄; Kick It),NCT 127,5-30,Apple Music,SM엔터테인먼트
6674,75,Lonely Night,권진아,5-30,Apple Music,안테나
6675,76,Kings & Queens,Ava Max,5-30,Apple Music,무소속
6676,77,R U Ridin’?,백현,5-30,Apple Music,SM엔터테인먼트
6677,78,Adore You,Harry Styles,5-30,Apple Music,콜롬비아레코드
6678,79,내 눈물 모아,휘인,5-30,Apple Music,RBW
6679,80,밤이 깊었네 (Drama Version),미도와 파라솔,5-30,Apple Music,무소속
6680,81,Underwater,백현,5-30,Apple Music,SM엔터테인먼트
6681,82,12:45 (Stripped),Etham,5-30,Apple Music,무소속
6682,83,시청 앞 지하철 역에서,곽진언,5-30,Apple Music,뮤직팜
6683,84,ROXANNE,Arizona Zervas,5-30,Apple Music,무소속
6684,85,Poppin’,백현,5-30,Apple Music,SM엔터테인먼트
6685,86,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,5-30,Apple Music,무소속
6686,87,Shape of You,Ed Sheeran,5-30,Apple Music,무소속
6687,88,Closer (feat. Halsey),The Chainsmokers,5-30,Apple Music,무소속
6688,89,Ghost,백현,5-30,Apple Music,SM엔터테인먼트
6689,90,I'm Ready,Sam Smith & Demi Lovato,5-30,Apple Music,무소속
6690,91,Paris in the Rain,Lauv,5-30,Apple Music,무소속
6691,92,Señorita,Shawn Mendes & Camila Cabello,5-30,Apple Music,무소속
6692,93,Ridin',NCT DREAM,5-30,Apple Music,SM엔터테인먼트
6693,94,Falling,Harry Styles,5-30,Apple Music,콜롬비아레코드
6694,95,All the Way Up (K),박재범,5-30,Apple Music,AOMG
6695,96,돌덩이,하현우,5-30,Apple Music,인터파크 엔터테인먼트
6696,97,I Don't Care,Ed Sheeran & Justin Bieber,5-30,Apple Music,무소속
6697,98,This City,Sam Fischer,5-30,Apple Music,무소속
6698,99,"모든 날, 모든 순간",폴킴,5-30,Apple Music,뉴런뮤직
6699,100,살아가는 거야,로이킴,5-30,Apple Music,스톤뮤직엔터테인먼트
6700,1,"너에게 난, 나에게 넌",미도와 파라솔,5-30,Bugs Music,무소속
6701,2,사랑하게 될 줄 알았어,전미도,5-30,Bugs Music,비스터스엔터테인먼트
6702,3,에잇(Prod.&Feat. SUGA of BTS),아이유,5-30,Bugs Music,EDAM엔터테인먼트
6703,4,아로하,조정석,5-30,Bugs Music,잼엔터테인먼트
6704,5,살짝 설렜어 (Nonstop),오마이걸,5-30,Bugs Music,WM엔터테인먼트
6705,6,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-30,Bugs Music,무소속
6706,7,Dolphin,오마이걸,5-30,Bugs Music,WM엔터테인먼트
6707,8,품,볼빨간사춘기,5-30,Bugs Music,쇼파르뮤직
6708,9,화려하지 않은 고백,규현,5-30,Bugs Music,SM엔터테인먼트
6709,10,좋은 사람 있으면 소개시켜줘,조이,5-30,Bugs Music,SM엔터테인먼트
6710,11,Say Yes (Feat. 문별 of 마마무),펀치 (Punch),5-30,Bugs Music,냠냠 엔터테인먼트
6711,12,나비와 고양이 (feat. 백현 (BAEKHYUN)),볼빨간사춘기,5-30,Bugs Music,쇼파르뮤직
6712,13,내 눈물 모아,휘인,5-30,Bugs Music,RBW
6713,14,그대 고운 내사랑,어반자카파,5-30,Bugs Music,메이크어스엔터테인먼트
6714,15,살아가는 거야,로이킴,5-30,Bugs Music,스톤뮤직엔터테인먼트
6715,16,자나깨나 (Feat. 조이 of Red Velvet),Crush,5-30,Bugs Music,피네이션
6716,17,Happy,태연,5-30,Bugs Music,SM엔터테인먼트
6717,18,Zombie,데이식스,5-30,Bugs Music,JYP엔터테인먼트
6718,19,LALALILALA,에이프릴,5-30,Bugs Music,DSP미디어
6719,20,Blueming,아이유,5-30,Bugs Music,EDAM엔터테인먼트
6720,21,Lonely Night,권진아,5-30,Bugs Music,안테나
6721,22,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-30,Bugs Music,버스커 버스커
6722,23,시청 앞 지하철 역에서,곽진언,5-30,Bugs Music,뮤직팜
6723,24,덤더럼(Dumhdurum),에이핑크,5-30,Bugs Music,플레이엠엔터테인먼트
6724,25,Fadeaway,Jvcki Wai,5-30,Bugs Music,무소속
6725,26,Candy,백현,5-30,Bugs Music,SM엔터테인먼트
6726,27,Don't Start Now,Dua Lipa,5-30,Bugs Music,무소속
6727,28,시작,가호(Gaho),5-30,Bugs Music,인넥스트트렌드
6728,29,WANNABE,ITZY,5-30,Bugs Music,JYP엔터테인먼트
6729,30,Stuck with U,Ariana Grande,5-30,Bugs Music,무소속
6730,31,Dance Monkey,Tones And I,5-30,Bugs Music,무소속
6731,32,넌 언제나,제이레빗(J Rabbit),5-30,Bugs Music,friendz
6732,33,Psycho,레드벨벳,5-30,Bugs Music,SM엔터테인먼트
6733,34,Memories,Maroon 5(마룬 파이브),5-30,Bugs Music,무소속
6734,35,Juice,Lizzo,5-30,Bugs Music,무소속
6735,36,METEOR,창모,5-30,Bugs Music,일리네어 레코즈
6736,37,아무노래,지코,5-30,Bugs Music,KQ엔터테인먼트
6737,38,Stay Tonight,청하,5-30,Bugs Music,MNH엔터테인먼트
6738,39,Maniac,Conan Gray,5-30,Bugs Music,무소속
6739,40,주라주라,둘째이모 김다비,5-30,Bugs Music,미디어랩시소
6740,41,바람이 부네요,이소라,5-30,Bugs Music,무소속
6741,42,사랑하게 될 줄 알았어,신효범,5-30,Bugs Music,무소속
6742,43,어떻게 지내 (Prod. By VAN.C),오반,5-30,Bugs Music,무소속
6743,44,12:45 (Stripped),Etham,5-30,Bugs Music,무소속
6744,45,2002,Anne-Marie,5-30,Bugs Music,무소속
6745,46,돌덩이,하현우(국카스텐),5-30,Bugs Music,인터파크 엔터테인먼트
6746,47,처음처럼,엠씨더맥스,5-30,Bugs Music,325E&C
6747,48,I’m in Trouble,뉴이스트,5-30,Bugs Music,플레디스
6748,49,부재 (Absence),문별,5-30,Bugs Music,RBW
6749,50,Square (2017),백예린,5-30,Bugs Music,블루바이닐
6750,51,Love me or Leave me,데이식스,5-30,Bugs Music,JYP엔터테인먼트
6751,52,FIESTA,아이즈원,5-30,Bugs Music,오프더레코드엔터테인먼트
6752,53,마음을 드려요,아이유,5-30,Bugs Music,EDAM엔터테인먼트
6753,54,Rain On Me,Lady GaGa,5-30,Bugs Music,무소속
6754,55,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,5-30,Bugs Music,뉴런뮤직
6755,56,To Die For,Sam Smith,5-30,Bugs Music,무소속
6756,57,우리 만남이,폴킴,5-30,Bugs Music,뉴런뮤직
6757,58,그때 그 아인,김필,5-30,Bugs Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
6758,59,Birthday,Anne-Marie,5-30,Bugs Music,무소속
6759,60,Painkiller,Ruel(루엘),5-30,Bugs Music,무소속
6760,61,캐논 (Canon) (Drama Ver.),미도와 파라솔,5-30,Bugs Music,무소속
6761,62,Blinding Lights,The Weeknd,5-30,Bugs Music,무소속
6762,63,찐이야,영탁,5-30,Bugs Music,"뉴에라프로젝트, 밀라그로"
6763,64,빈칸을 채워주시오,볼빨간사춘기,5-30,Bugs Music,쇼파르뮤직
6764,65,HIP,마마무,5-30,Bugs Music,RBW
6765,66,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-30,Bugs Music,YG 엔터테인먼트
6766,67,늦은 밤 너의 집 앞 골목길에서,노을,5-30,Bugs Music,씨제스엔터테인먼트
6767,68,취했나봐,황인욱,5-30,Bugs Music,하우엔터테인먼트
6768,69,Oh my god,(여자)아이들,5-30,Bugs Music,무소속
6769,70,Say So,Doja Cat,5-30,Bugs Music,RCA
6770,71,Sour Candy,Lady GaGa,5-30,Bugs Music,무소속
6771,72,Love poem,아이유,5-30,Bugs Music,EDAM엔터테인먼트
6772,73,이제 나만 믿어요,임영웅,5-30,Bugs Music,"뉴에라프로젝트, 물고기컴퍼니"
6773,74,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽,5-30,Bugs Music,마크툽컴퍼니 (대표)
6774,75,Physical (feat. 화사),Dua Lipa,5-30,Bugs Music,무소속
6775,76,사계 (Four Seasons),태연,5-30,Bugs Music,SM엔터테인먼트
6776,77,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,5-30,Bugs Music,빅히트 엔터테인먼트
6777,78,Bungee,백현,5-30,Bugs Music,SM엔터테인먼트
6778,79,니가 왜 거기서 나와 (Narr. 고은아),영탁,5-30,Bugs Music,"뉴에라프로젝트, 밀라그로"
6779,80,아로하,임영웅,5-30,Bugs Music,"뉴에라프로젝트, 물고기컴퍼니"
6780,81,BUNGEE (Fall in Love),오마이걸,5-30,Bugs Music,WM엔터테인먼트
6781,82,ON,방탄소년단,5-30,Bugs Music,빅히트 엔터테인먼트
6782,83,bad guy,Billie Eilish,5-30,Bugs Music,인터스코프 레코드
6783,84,서른 즈음에,임영웅,5-30,Bugs Music,"뉴에라프로젝트, 물고기컴퍼니"
6784,85,Paris In The Rain,Lauv(라우브),5-30,Bugs Music,무소속
6785,86,밤편지,아이유,5-30,Bugs Music,EDAM엔터테인먼트
6786,87,Sour Candy,Lady GaGa,5-30,Bugs Music,무소속
6787,88,안녕,폴킴,5-30,Bugs Music,뉴런뮤직
6788,89,Love Again,백현,5-30,Bugs Music,SM엔터테인먼트
6789,90,주저하는 연인들을 위해,잔나비,5-30,Bugs Music,페포니 뮤직
6790,91,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽,5-30,Bugs Music,마크툽컴퍼니 (대표)
6791,92,너를 만나,폴킴,5-30,Bugs Music,뉴런뮤직
6792,93,Señorita,Shawn Mendes,5-30,Bugs Music,무소속
6793,94,비밀정원,오마이걸,5-30,Bugs Music,WM엔터테인먼트
6794,95,막걸리 한잔,영탁,5-30,Bugs Music,"뉴에라프로젝트, 밀라그로"
6795,96,안부,펀치 (Punch),5-30,Bugs Music,냠냠 엔터테인먼트
6796,97,반만,진민호,5-30,Bugs Music,무소속
6797,98,해와 달처럼,데이식스,5-30,Bugs Music,JYP엔터테인먼트
6798,99,깡,비,5-30,Bugs Music,"레인컴퍼니, 써브라임아티스트에이전시"
6799,100,Rain On Me,Lady GaGa,5-30,Bugs Music,무소속
6800,1,"너에게 난, 나에게 넌",미도와 파라솔,5-30,Genie Music,무소속
6801,2,사랑하게 될 줄 알았어,전미도,5-30,Genie Music,비스터스엔터테인먼트
6802,3,에잇 (Prod. & Feat. SUGA of BTS),아이유,5-30,Genie Music,EDAM엔터테인먼트
6803,4,아로하,조정석,5-30,Genie Music,잼엔터테인먼트
6804,5,살짝 설렜어 (Nonstop),오마이걸,5-30,Genie Music,WM엔터테인먼트
6805,6,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기,5-30,Genie Music,쇼파르뮤직
6806,7,살아가는 거야,로이킴,5-30,Genie Music,스톤뮤직엔터테인먼트
6807,8,좋은 사람 있으면 소개시켜줘,조이,5-30,Genie Music,SM엔터테인먼트
6808,9,내 눈물 모아,휘인,5-30,Genie Music,RBW
6809,10,품,볼빨간사춘기,5-30,Genie Music,쇼파르뮤직
6810,11,화려하지 않은 고백,규현,5-30,Genie Music,SM엔터테인먼트
6811,12,Dolphin,오마이걸,5-30,Genie Music,WM엔터테인먼트
6812,13,취했나봐,황인욱,5-30,Genie Music,하우엔터테인먼트
6813,14,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-30,Genie Music,버스커 버스커
6814,15,시작,가호 (Gaho),5-30,Genie Music,인넥스트트렌드
6815,16,Don't Start Now,Dua Lipa,5-30,Genie Music,무소속
6816,17,Blueming,아이유,5-30,Genie Music,EDAM엔터테인먼트
6817,18,자나깨나 (Feat. 조이 of Red Velvet),Crush,5-30,Genie Music,피네이션
6818,19,덤더럼 (Dumhdurum),에이핑크,5-30,Genie Music,플레이엠엔터테인먼트
6819,20,아무노래,지코 (ZICO),5-30,Genie Music,KQ엔터테인먼트
6820,21,그대 고운 내사랑,어반자카파,5-30,Genie Music,메이크어스엔터테인먼트
6821,22,처음처럼,엠씨더맥스,5-30,Genie Music,325E&C
6822,23,METEOR,창모,5-30,Genie Music,일리네어 레코즈
6823,24,Happy,태연,5-30,Genie Music,SM엔터테인먼트
6824,25,Memories,Maroon 5,5-30,Genie Music,무소속
6825,26,Dance Monkey,Tones And I,5-30,Genie Music,무소속
6826,27,어떻게 지내 (Prod. by VAN.C),오반,5-30,Genie Music,무소속
6827,28,2002,Anne-Marie,5-30,Genie Music,무소속
6828,29,돌덩이,하현우 (국카스텐),5-30,Genie Music,인터파크 엔터테인먼트
6829,30,늦은 밤 너의 집 앞 골목길에서,노을,5-30,Genie Music,씨제스엔터테인먼트
6830,31,Zombie,데이식스,5-30,Genie Music,JYP엔터테인먼트
6831,32,WANNABE,ITZY,5-30,Genie Music,JYP엔터테인먼트
6832,33,Candy,백현,5-30,Genie Music,SM엔터테인먼트
6833,34,Psycho,레드벨벳,5-30,Genie Music,SM엔터테인먼트
6834,35,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-30,Genie Music,무소속
6835,36,Stay Tonight,청하,5-30,Genie Music,MNH엔터테인먼트
6836,37,마음을 드려요,아이유,5-30,Genie Music,EDAM엔터테인먼트
6837,38,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽,5-30,Genie Music,마크툽컴퍼니 (대표)
