,Rangking,Title,Artist,Date,Source Site,agency
7709,10,시작,이루리,5-31,Youtube Music,매직스트로베리사운드
7710,11,Dolphin,오마이걸,5-31,Youtube Music,WM엔터테인먼트
7711,12,ON,방탄소년단,5-31,Youtube Music,빅히트 엔터테인먼트
7712,13,Stay Tonight,청하,5-31,Youtube Music,MNH엔터테인먼트
7713,14,Blueming(블루밍),아이유,5-31,Youtube Music,EDAM엔터테인먼트
7714,15,덤더럼 (Dumhdurum),에이핑크,5-31,Youtube Music,플레이엠엔터테인먼트
7715,16,Psycho,레드벨벳,5-31,Youtube Music,SM엔터테인먼트
7716,17,DANCE MONKEY,톤스 앤 아이,5-31,Youtube Music,무소속
7717,18,FIESTA,아이즈원,5-31,Youtube Music,무소속
7718,19,METEOR,창모,5-31,Youtube Music,일리네어 레코즈
7719,20,LALALILALA,에이프릴,5-31,Youtube Music,DSP미디어
7720,21,Any song (아무노래),지코(ZICO),5-31,Youtube Music,KQ엔터테인먼트
7721,22,자나깨나 (Feat. 조이 of Red Velvet) (feat. 조이),크러쉬(Crush),5-31,Youtube Music,피네이션
7722,23,Rain On Me (Lady Gaga & Ariana Grande(아리아나 그란데)),Lady Gaga,5-31,Youtube Music,무소속
7723,24,Memories,Maroon 5(마룬 파이브),5-31,Youtube Music,무소속
7724,25,스물셋,아이유,5-31,Youtube Music,EDAM엔터테인먼트
7725,26,"그때 그 아인 (Someday, The Boy)",김필,5-31,Youtube Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
7726,27,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-31,Youtube Music,버스커 버스커
7727,28,Say So,Doja Cat,5-31,Youtube Music,RCA
7728,29,나비와 고양이 (Leo) (feat. 백현(BAEKHYUN)),볼빨간사춘기,5-31,Youtube Music,쇼파르뮤직
7729,30,좋은 사람 있으면 소개시켜줘,조이,5-31,Youtube Music,SM엔터테인먼트
7730,31,Punch,NCT 127,5-31,Youtube Music,SM엔터테인먼트
7731,32,Juice,리조,5-31,Youtube Music,무소속
7732,33,니가 왜 거기서 나와 (feat. Go Eun-ah),영탁,5-31,Youtube Music,"뉴에라프로젝트, 밀라그로"
7733,34,화려하지 않은 고백 (Confession Is Not Flashy),규현,5-31,Youtube Music,SM엔터테인먼트
7734,35,오늘도 빛나는 너에게 (To You My Light) (feat. 이라온),마크툽,5-31,Youtube Music,마크툽컴퍼니 (대표)
7735,36,Sorry,Justin Bieber,5-31,Youtube Music,아일랜드레코드
7736,37,비밀정원 (Secret Garden),오마이걸,5-31,Youtube Music,WM엔터테인먼트
7737,38,Feel Special,TWICE,5-31,Youtube Music,JYP엔터테인먼트
7738,39,너를 그린 우주 (Insomnia2020) (Feat. 이라온) (feat. 이라온),마크툽,5-31,Youtube Music,마크툽컴퍼니 (대표)
7739,40,Remember Me (불꽃놀이),오마이걸,5-31,Youtube Music,WM엔터테인먼트
7740,41,"트로트랩 (SUPERBEE, 언에듀케이티드 키드(UNEDUCATED KID), 트웰브(twlv) & 유시온(Yuzion))",SUPERBEE,5-31,Youtube Music,영앤리치레코즈
7741,42,품(Hug),볼빨간사춘기,5-31,Youtube Music,쇼파르뮤직
7742,43,"야망 (AMBITION) (feat. ASH ISLAND, 김효은, Hash Swan & 창모(CHANGMO))",릴러말즈(Leellamarz),5-31,Youtube Music,무소속
7743,44,Don't Start Now,Dua Lipa,5-31,Youtube Music,무소속
7744,45,영웅 (英雄; Kick It),NCT 127,5-31,Youtube Music,SM엔터테인먼트
7745,46,Painkiller,루엘,5-31,Youtube Music,무소속
7746,47,Oh my god,(여자)아이들,5-31,Youtube Music,무소속
7747,48,HIP,마마무,5-31,Youtube Music,RBW
7748,49,어떻게 지내 (I Need You),오반,5-31,Youtube Music,무소속
7749,50,곡예사 (Acrobat),조광일,5-31,Youtube Music,무소속
7750,51,시청 앞 지하철 역에서 (In front of city hall at the subway station),곽진언,5-31,Youtube Music,뮤직팜
7751,52,사랑해 (Luv U),(여자)아이들,5-31,Youtube Music,무소속
7752,53,GANGNAM STYLE (강남스타일),싸이(PSY),5-31,Youtube Music,피네이션
7753,54,Bad Boy,레드벨벳,5-31,Youtube Music,SM엔터테인먼트
7754,55,그대 고운 내사랑,어반자카파,5-31,Youtube Music,메이크어스엔터테인먼트
7755,56,Stuck with U (Ariana Grande(아리아나 그란데) & Justin Bieber(저스틴 비버)),Ariana Grande,5-31,Youtube Music,무소속
7756,57,Blinding Lights,The Weeknd,5-31,Youtube Music,무소속
7757,58,Supalonely (feat. 거스 대퍼튼),BENEE,5-31,Youtube Music,무소속
7758,59,Flowering,Dareharu,5-31,Youtube Music,무소속
7759,60,BLOOM (처음처럼),엠씨더맥스,5-31,Youtube Music,325E&C
7760,61,12:45 (Stripped),에담,5-31,Youtube Music,무소속
7761,62,Give You My Heart (마음을 드려요),아이유,5-31,Youtube Music,EDAM엔터테인먼트
7762,63,COUNTIN MY GUAP,창모,5-31,Youtube Music,일리네어 레코즈
7763,64,BAD,크리스토퍼,5-31,Youtube Music,무소속
7764,65,Half (반만),진민호,5-31,Youtube Music,무소속
7765,66,"마음이 말하는 행복 (Happy Ending) (마크툽(MAKTUB), 이라온, VAN GWANG OK(반광옥), 정영은 & 전상근)",마크툽,5-31,Youtube Music,마크툽컴퍼니 (대표)
7766,67,"아무렇지 않게, 안녕(When I tell you goodbye)",박혜원,5-31,Youtube Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
7767,68,사장님 도박은 재미로 하셔야 합니다 (KAZINO),비비(BIBI),5-31,Youtube Music,필굿뮤직
7768,69,wish you were gay,Billie Eilish,5-31,Youtube Music,인터스코프 레코드
7769,70,염라 (Karma),Dareharu,5-31,Youtube Music,무소속
7770,71,Maniac,Conan Gray,5-31,Youtube Music,무소속
7771,72,Zombie,데이식스,5-31,Youtube Music,JYP엔터테인먼트
7772,73,내 눈물 모아 (With My Tears),휘인,5-31,Youtube Music,RBW
7773,74,빌런 (Villain),스텔라장,5-31,Youtube Music,그랜드라인엔터테인먼트
7774,75,Black Swan,방탄소년단,5-31,Youtube Music,빅히트 엔터테인먼트
7775,76,사랑하게 될 줄 알았어,Shin Hyo-bum,5-31,Youtube Music,무소속
7776,77,My House,2PM,5-31,Youtube Music,JYP엔터테인먼트
7777,78,YOU&I(너랑 나),아이유,5-31,Youtube Music,EDAM엔터테인먼트
7778,79,Show Yourself (Idina Menzel(이디나 멘젤) & Evan Rachel Wood),Idina Menzel,5-31,Youtube Music,무소속
7779,80,Break My Heart,Dua Lipa,5-31,Youtube Music,무소속
7780,81,Payphone (feat. Wiz Khalifa(위즈 칼리파)),Maroon 5(마룬 파이브),5-31,Youtube Music,무소속
7781,82,적월,김우석,5-31,Youtube Music,티오피미디어
7782,83,I'm in Trouble,뉴이스트(NU'EST),5-31,Youtube Music,플레디스
7783,84,바람기억(Memory Of The Wind),나얼,5-31,Youtube Music,인넥스트트렌드
7784,85,GOOBA,6ix9ine,5-31,Youtube Music,무소속
7785,86,DUN DUN,EVERGLOW (에버글로우),5-31,Youtube Music,위에화엔터테인먼트코리아
7786,87,WINDY DAY,오마이걸,5-31,Youtube Music,WM엔터테인먼트
7787,88,가끔(Sometimes),크러쉬(Crush),5-31,Youtube Music,피네이션
7788,89,진정인가요 (송가인 & 김소유),송가인,5-31,Youtube Music,포켓돌스튜디오
7789,90,Physical (feat. 화사),Dua Lipa,5-31,Youtube Music,무소속
7790,91,Don't Cry (우리 동네 음악대장),하현우,5-31,Youtube Music,인터파크 엔터테인먼트
7791,92,CLOSER,오마이걸,5-31,Youtube Music,WM엔터테인먼트
7792,93,Lonely Night,권진아,5-31,Youtube Music,안테나
7793,94,바나나 알러지 원숭이,오마이걸 반하나,5-31,Youtube Music,WM엔터테인먼트
7794,95,버릇처럼 셋을 센다,KCM,5-31,Youtube Music,얼반웍스이엔티
7795,96,어땠을까 (What Would Have Been) (feat. 아이유(IU)),싸이(PSY),5-31,Youtube Music,피네이션
7796,97,Linger On,로이킴,5-31,Youtube Music,스톤뮤직엔터테인먼트
7797,98,400km (Feat. Kid Milli) (feat. 키드밀리),한요한,5-31,Youtube Music,린치핀뮤직
7798,99,넌 언제나 (You Always),제이레빗(J Rabbit),5-31,Youtube Music,friendz
7799,100,BIRTHDAY,Anne-Marie,5-31,Youtube Music,무소속
7800,1,Rain On Me,Lady Gaga & Ariana Grande,6-1,Apple Music,무소속
7801,2,Sour Candy,Lady Gaga & BLACKPINK,6-1,Apple Music,무소속
7802,3,사랑하게 될 줄 알았어,전미도,6-1,Apple Music,비스터스엔터테인먼트
7803,4,Stuck with U,Ariana Grande & Justin Bieber,6-1,Apple Music,무소속
7804,5,아로하,조정석,6-1,Apple Music,잼엔터테인먼트
7805,6,Nonstop,오마이걸,6-1,Apple Music,WM엔터테인먼트
7806,7,대취타,Agust D,6-1,Apple Music,무소속
7807,8,Blinding Lights,The Weeknd,6-1,Apple Music,무소속
7808,9,Candy,백현,6-1,Apple Music,SM엔터테인먼트
7809,10,Be Kind,Marshmello & Halsey,6-1,Apple Music,무소속
7810,11,Don't Start Now,Dua Lipa,6-1,Apple Music,무소속
7811,12,"너에게 난, 나에게 넌",미도와 파라솔,6-1,Apple Music,무소속
7812,13,Dance Monkey,Tones And I,6-1,Apple Music,무소속
7813,14,자나깨나 (feat. 조이),Crush,6-1,Apple Music,피네이션
7814,15,ily (i love you baby) [feat. Emilee],Surf Mesa,6-1,Apple Music,무소속
7815,16,좋은 사람 있으면 소개시켜줘,조이,6-1,Apple Music,SM엔터테인먼트
7816,17,Dolphin,오마이걸,6-1,Apple Music,WM엔터테인먼트
7817,18,점점 어른이 되나봐 (feat. 니화),Agust D,6-1,Apple Music,무소속
7818,19,이상하지 않은가 (feat. RM),Agust D,6-1,Apple Music,무소속
7819,20,사람,Agust D,6-1,Apple Music,무소속
7820,21,Break My Heart,Dua Lipa,6-1,Apple Music,무소속
7821,22,Memories,Maroon 5,6-1,Apple Music,무소속
7822,23,Intentions (feat. Quavo),Justin Bieber,6-1,Apple Music,아일랜드레코드
7823,24,화려하지 않은 고백,규현,6-1,Apple Music,SM엔터테인먼트
7824,25,어떻게 생각해?,Agust D,6-1,Apple Music,무소속
7825,26,저 달,Agust D,6-1,Apple Music,무소속
7826,27,Say So,Doja Cat,6-1,Apple Music,RCA
7827,28,WANNABE,ITZY,6-1,Apple Music,JYP엔터테인먼트
7828,29,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,6-1,Apple Music,버스커 버스커
7829,30,아무노래,ZICO,6-1,Apple Music,KQ엔터테인먼트
7830,31,Maniac,Conan Gray,6-1,Apple Music,무소속
7831,32,Burn It (feat. MAX),Agust D,6-1,Apple Music,무소속
7832,33,Stupid Love,Lady Gaga,6-1,Apple Music,무소속
7833,34,Zombie,데이식스,6-1,Apple Music,JYP엔터테인먼트
7834,35,METEOR,창모,6-1,Apple Music,일리네어 레코즈
7835,36,Watermelon Sugar,Harry Styles,6-1,Apple Music,콜롬비아레코드
7836,37,Circles,Post Malone,6-1,Apple Music,무소속
7837,38,어땠을까 (feat. 김종완 of NELL),Agust D,6-1,Apple Music,무소속
7838,39,그대 고운 내사랑,어반자카파,6-1,Apple Music,메이크어스엔터테인먼트
7839,40,Punch,NCT 127,6-1,Apple Music,SM엔터테인먼트
7840,41,ROCKSTAR (feat. Roddy Ricch),DaBaby,6-1,Apple Music,무소속
7841,42,밤이 깊었네 (Drama Version),미도와 파라솔,6-1,Apple Music,무소속
7842,43,Square (2017),백예린,6-1,Apple Music,블루바이닐
7843,44,Supalonely (feat. Gus Dapperton),BENEE,6-1,Apple Music,무소속
7844,45,bad guy,Billie Eilish,6-1,Apple Music,인터스코프 레코드
7845,46,Psycho,레드벨벳,6-1,Apple Music,SM엔터테인먼트
7846,47,If the World Was Ending (feat. Julia Michaels),JP Saxe & Julia Michaels,6-1,Apple Music,무소속
7847,48,Painkiller,Ruel,6-1,Apple Music,무소속
7848,49,내 눈물 모아,휘인,6-1,Apple Music,RBW
7849,50,Lonely Night,권진아,6-1,Apple Music,안테나
7850,51,ON,방탄소년단,6-1,Apple Music,빅히트 엔터테인먼트
7851,52,Say So (feat. Nicki Minaj),Doja Cat,6-1,Apple Music,RCA
7852,53,Sunday Best,Surfaces,6-1,Apple Music,무소속
7853,54,death bed (feat. beabadoobee) [coffee for your head],Powfu,6-1,Apple Music,무소속
7854,55,Happy,태연,6-1,Apple Music,SM엔터테인먼트
7855,56,시작,가호,6-1,Apple Music,인넥스트트렌드
7856,57,To Die For,Sam Smith,6-1,Apple Music,무소속
7857,58,난춘,새소년,6-1,Apple Music,매직스트로베리사운드
7858,59,everything i wanted,Billie Eilish,6-1,Apple Music,인터스코프 레코드
7859,60,시청 앞 지하철 역에서,곽진언,6-1,Apple Music,뮤직팜
7860,61,Stay Tonight,청하,6-1,Apple Music,MNH엔터테인먼트
7861,62,Interlude : Set me free,Agust D,6-1,Apple Music,무소속
7862,63,Toosie Slide,Drake,6-1,Apple Music,영머니엔터테인먼트
7863,64,작은 것들을 위한 시 (feat. Halsey),방탄소년단,6-1,Apple Music,빅히트 엔터테인먼트
7864,65,Physical,Dua Lipa,6-1,Apple Music,무소속
7865,66,혼술,Agust D,6-1,Apple Music,무소속
7866,67,2002,Anne-Marie,6-1,Apple Music,무소속
7867,68,Birthday,Anne-Marie,6-1,Apple Music,무소속
7868,69,이 밤이 (feat. Vince),MOON,6-1,Apple Music,밀리언마켓
7869,70,Bungee,백현,6-1,Apple Music,SM엔터테인먼트
7870,71,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU,6-1,Apple Music,YG 엔터테인먼트
7871,72,Daisies,Katy Perry,6-1,Apple Music,무소속
7872,73,12:45 (Stripped),Etham,6-1,Apple Music,무소속
7873,74,Juice,Lizzo,6-1,Apple Music,무소속
7874,75,Love Again,백현,6-1,Apple Music,SM엔터테인먼트
7875,76,Know Your Worth,Khalid & Disclosure,6-1,Apple Music,무소속
7876,77,FIESTA,아이즈원,6-1,Apple Music,무소속
7877,78,"Together (From the Motion Picture ""Music"")",Sia,6-1,Apple Music,무소속
7878,79,Oh My God,(여자)아이들,6-1,Apple Music,무소속
7879,80,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,6-1,Apple Music,무소속
7880,81,Adore You,Harry Styles,6-1,Apple Music,콜롬비아레코드
7881,82,Kings & Queens,Ava Max,6-1,Apple Music,무소속
7882,83,ROXANNE,Arizona Zervas,6-1,Apple Music,무소속
7883,84,영웅 (英雄; Kick It),NCT 127,6-1,Apple Music,SM엔터테인먼트
7884,85,Shape of You,Ed Sheeran,6-1,Apple Music,무소속
7885,86,All the Way Up (K),박재범,6-1,Apple Music,AOMG
7886,87,넌 언제나,제이레빗,6-1,Apple Music,friendz
7887,88,Señorita,Shawn Mendes & Camila Cabello,6-1,Apple Music,무소속
7888,89,Paris in the Rain,Lauv,6-1,Apple Music,무소속
7889,90,Closer (feat. Halsey),The Chainsmokers,6-1,Apple Music,무소속
7890,91,Free Woman,Lady Gaga,6-1,Apple Music,무소속
7891,92,Falling,Harry Styles,6-1,Apple Music,콜롬비아레코드
7892,93,바람이 부네요,이소라,6-1,Apple Music,무소속
7893,94,돌덩이,하현우,6-1,Apple Music,인터파크 엔터테인먼트
7894,95,R U Ridin’?,백현,6-1,Apple Music,SM엔터테인먼트
7895,96,살아가는 거야,로이킴,6-1,Apple Music,스톤뮤직엔터테인먼트
7896,97,This City,Sam Fischer,6-1,Apple Music,무소속
7897,98,Underwater,백현,6-1,Apple Music,SM엔터테인먼트
7898,99,Can't You See Me?,TOMORROW X TOGETHER,6-1,Apple Music,빅히트 엔터테인먼트
7899,100,Poppin’,백현,6-1,Apple Music,SM엔터테인먼트
7900,1,"너에게 난, 나에게 넌",미도와 파라솔,6-1,Bugs Music,무소속
7901,2,사랑하게 될 줄 알았어,전미도,6-1,Bugs Music,비스터스엔터테인먼트
7902,3,에잇(Prod.&Feat. SUGA of BTS),아이유,6-1,Bugs Music,EDAM엔터테인먼트
7903,4,아로하,조정석,6-1,Bugs Music,잼엔터테인먼트
7904,5,살짝 설렜어 (Nonstop),오마이걸,6-1,Bugs Music,WM엔터테인먼트
7905,6,Dolphin,오마이걸,6-1,Bugs Music,WM엔터테인먼트
7906,7,밤이 깊었네 (Drama Ver.),미도와 파라솔,6-1,Bugs Music,무소속
7907,8,품,볼빨간사춘기,6-1,Bugs Music,쇼파르뮤직
7908,9,나비와 고양이 (feat. 백현 (BAEKHYUN)),볼빨간사춘기,6-1,Bugs Music,쇼파르뮤직
7909,10,좋은 사람 있으면 소개시켜줘,조이,6-1,Bugs Music,SM엔터테인먼트
7910,11,화려하지 않은 고백,규현,6-1,Bugs Music,SM엔터테인먼트
7911,12,그대 고운 내사랑,어반자카파,6-1,Bugs Music,메이크어스엔터테인먼트
7912,13,내 눈물 모아,휘인,6-1,Bugs Music,RBW
7913,14,자나깨나 (Feat. 조이 of Red Velvet),Crush,6-1,Bugs Music,피네이션
7914,15,Say Yes (Feat. 문별 of 마마무),펀치 (Punch),6-1,Bugs Music,냠냠 엔터테인먼트
7915,16,Zombie,데이식스,6-1,Bugs Music,JYP엔터테인먼트
7916,17,Happy,태연,6-1,Bugs Music,SM엔터테인먼트
7917,18,LALALILALA,에이프릴,6-1,Bugs Music,DSP미디어
7918,19,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,6-1,Bugs Music,버스커 버스커
7919,20,Lonely Night,권진아,6-1,Bugs Music,안테나
7920,21,Blueming,아이유,6-1,Bugs Music,EDAM엔터테인먼트
7921,22,살아가는 거야,로이킴,6-1,Bugs Music,스톤뮤직엔터테인먼트
7922,23,덤더럼(Dumhdurum),에이핑크,6-1,Bugs Music,플레이엠엔터테인먼트
7923,24,Stuck with U,Ariana Grande,6-1,Bugs Music,무소속
7924,25,시청 앞 지하철 역에서,곽진언,6-1,Bugs Music,뮤직팜
7925,26,시작,가호(Gaho),6-1,Bugs Music,인넥스트트렌드
7926,27,Don't Start Now,Dua Lipa,6-1,Bugs Music,무소속
7927,28,Candy,백현,6-1,Bugs Music,SM엔터테인먼트
7928,29,WANNABE,ITZY,6-1,Bugs Music,JYP엔터테인먼트
7929,30,Memories,Maroon 5(마룬 파이브),6-1,Bugs Music,무소속
7930,31,Dance Monkey,Tones And I,6-1,Bugs Music,무소속
7931,32,Juice,Lizzo,6-1,Bugs Music,무소속
7932,33,Psycho,레드벨벳,6-1,Bugs Music,SM엔터테인먼트
7933,34,아무노래,지코,6-1,Bugs Music,KQ엔터테인먼트
7934,35,넌 언제나,제이레빗(J Rabbit),6-1,Bugs Music,friendz
7935,36,METEOR,창모,6-1,Bugs Music,일리네어 레코즈
7936,37,Stay Tonight,청하,6-1,Bugs Music,MNH엔터테인먼트
7937,38,Maniac,Conan Gray,6-1,Bugs Music,무소속
7938,39,12:45 (Stripped),Etham,6-1,Bugs Music,무소속
7939,40,어떻게 지내 (Prod. By VAN.C),오반,6-1,Bugs Music,무소속
7940,41,처음처럼,엠씨더맥스,6-1,Bugs Music,325E&C
7941,42,Love me or Leave me,데이식스,6-1,Bugs Music,JYP엔터테인먼트
7942,43,주라주라,둘째이모 김다비,6-1,Bugs Music,미디어랩시소
7943,44,돌덩이,하현우(국카스텐),6-1,Bugs Music,인터파크 엔터테인먼트
7944,45,2002,Anne-Marie,6-1,Bugs Music,무소속
7945,46,바람이 부네요,이소라,6-1,Bugs Music,무소속
7946,47,마음을 드려요,아이유,6-1,Bugs Music,EDAM엔터테인먼트
7947,48,Fadeaway,Jvcki Wai,6-1,Bugs Music,무소속
7948,49,깡,비,6-1,Bugs Music,"레인컴퍼니, 써브라임아티스트에이전시"
7949,50,사랑하게 될 줄 알았어,신효범,6-1,Bugs Music,무소속
7950,51,Square (2017),백예린,6-1,Bugs Music,블루바이닐
7951,52,FIESTA,아이즈원,6-1,Bugs Music,오프더레코드엔터테인먼트
7952,53,찐이야,영탁,6-1,Bugs Music,"뉴에라프로젝트, 밀라그로"
7953,54,I’m in Trouble,뉴이스트,6-1,Bugs Music,플레디스
7954,55,취했나봐,황인욱,6-1,Bugs Music,하우엔터테인먼트
7955,56,빈칸을 채워주시오,볼빨간사춘기,6-1,Bugs Music,쇼파르뮤직
7956,57,니가 왜 거기서 나와 (Narr. 고은아),영탁,6-1,Bugs Music,"뉴에라프로젝트, 밀라그로"
7957,58,그때 그 아인,김필,6-1,Bugs Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
7958,59,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,6-1,Bugs Music,뉴런뮤직
7959,60,여기 적어줘 (Feat. pH-1),청하,6-1,Bugs Music,MNH엔터테인먼트
7960,61,To Die For,Sam Smith,6-1,Bugs Music,무소속
7961,62,Rain On Me,Lady GaGa,6-1,Bugs Music,무소속
7962,63,Say So,Doja Cat,6-1,Bugs Music,RCA
7963,64,Painkiller,Ruel(루엘),6-1,Bugs Music,무소속
7964,65,Blinding Lights,The Weeknd,6-1,Bugs Music,무소속
